0	20	0.45	150	80	100	5	1
0.5	20	0.95	150	80	100	5	1
1	29	1.075862	150.192008	79.947165	100	5.03224	1.003902
1.5	30	1.52	150.185607	79.948926	100	5.031165	1.003772
2	32	1.84375	150.84493	80.009303	100	5.029217	1.003281
2.5	38	1.881579	150.686499	80.106812	100	5.022824	1.005956
3	35	2.234286	150.70482	80.159745	100	5.024781	1.006466
3.5	44	2.081818	151.294074	80.614638	100.741628	5.04087	1.011518
4	46	2.319565	151.23781	80.92413	100.709383	5.039093	1.00772
4.5	48	2.577083	151.179155	80.855887	100.762021	5.050927	1.007327
5	43	2.397674	150.868529	81.231406	100.455532	5.024217	1.01552
5.5	36	2.313889	150.84232	81.417251	100.041823	5.024537	1.014718
6	26	2.311538	151.279916	81.297125	100.057908	5.009121	1.021504
6.5	21	2.466667	151.340472	81.832072	100.128729	5.011292	1.02634
7	20	2.33	151.513807	82.417331	100.135166	5.009674	1.034441
7.5	16	2.85	150.898679	82.48964	100.246587	5.019287	1.043683
8	14	3.392857	151.027062	82.534187	100.281814	4.976219	1.036955
8.5	10	3.26	151.674245	83.171745	100.39454	4.97347	1.040191
9	11	3.309091	155.839917	83.643147	100.358672	4.979851	1.061405
9.5	8	3.5125	158.375426	84.53918	100.493175	4.972296	1.086221
10	9	3.155556	157.602409	82.803955	100.172223	4.962368	1.064842
10.5	8	3.3	158.55271	82.609997	100.19375	4.966117	1.051842
11	7	2.314286	153.274357	81.423042	101.860571	4.961277	1.03932
11.5	6	2.083333	153.820083	80.679515	102.170666	4.954823	1.046841
12	8	1.9625	152.516843	81.72473	101.328575	4.943529	1.039131
12.5	7	1.857143	152.876392	82.057173	101.689472	4.948369	1.04587
13	9	1.888889	152.237194	81.397602	101.047879	4.939764	1.060724
13.5	9	2.344444	152.237194	81.397602	101.047879	4.939764	1.060724
14	11	2.327273	151.460033	81.553358	100.748474	4.938396	1.047841
14.5	12	2.55	151.338364	81.334637	100.586293	4.980898	1.048712
15	13	2.030769	149.472297	80.604263	100.264802	4.961517	1.036015
15.5	15	2.193333	152.56389	80.443378	100.069802	4.960491	1.041922
16	15	2.62	152.56389	80.443378	100.069802	4.960491	1.041922
16.5	18	2.6	151.972726	80.245399	102.51595	5.014759	1.03325
17	19	2.294737	151.810966	80.724614	101.338511	5.004471	1.031582
17.5	21	2.490476	152.561993	80.60026	102.314321	5.049219	1.031939
18	25	2.248	153.268873	80.790117	102.322081	5.026508	1.026647
18.5	30	2.306667	152.650679	80.880833	101.673469	5.024915	1.027098
19	28	2.128571	153.206122	80.633113	102.514795	5.033148	1.029487
19.5	41	1.785366	152.295908	80.945888	103.475128	5.054899	1.031043
20	42	2.042857	152.165932	81.207119	103.404009	5.037412	1.03247
20.5	43	2.255814	152.747684	81.149634	103.71129	5.045966	1.027623
21	51	2.192157	153.405038	81.44498	104.464041	5.051473	1.024646
21.5	55	2.094545	154.040053	81.777665	103.506224	5.044129	1.030399
22	48	2.4125	154.98254	82.042545	102.602039	5.028236	1.035217
22.5	49	1.897959	155.465871	82.74971	103.25516	5.054864	1.03074
23	46	2.16087	156.143256	83.497545	103.639308	5.076607	1.024373
23.5	35	2.285714	157.851324	83.72198	104.606389	5.082979	1.027998
24	31	2.512903	158.037021	83.633978	104.674791	5.06343	1.027169
24.5	25	2.468	158.540836	84.26963	103.894627	5.06356	1.030604
25	23	2.395652	157.057044	84.131275	104.957293	5.10037	1.046669
25.5	22	2.595455	156.278991	84.574364	105.034613	5.100931	1.040628
26	22	2.613636	156.431766	83.990469	103.872594	5.077625	1.036409
26.5	19	2.463158	155.407535	83.510488	103.140401	5.080649	1.040195
27	18	2.583333	156.635569	84.906424	101.04843	5.053859	1.031383
27.5	17	2.511765	157.877352	85.916925	102.110135	5.099411	1.018885
28	18	2.477778	159.194052	85.668416	103.905787	5.174368	1.004282
28.5	16	2.2375	161.146921	87.212786	103.775858	5.203353	0.997849
29	19	2.3	160.299585	87.772523	103.082559	5.217083	0.996222
29.5	19	2.431579	162.938167	87.947678	103.968701	5.244748	0.996457
30	19	2.221053	162.338455	87.933416	103.60953	5.275877	0.996536
30.5	15	2.286667	161.369985	88.039108	103.769011	5.307009	0.997906
31	15	2.08	161.309439	88.195749	104.908423	5.375834	1.000324
31.5	19	2.015789	160.928516	87.910476	104.560545	5.329466	1.007185
32	21	2.238095	161.902254	88.059775	104.860464	5.340796	1.011918
32.5	21	2.066667	163.494258	87.258202	104.813888	5.308029	1.006459
33	27	1.8	163.998434	88.851759	102.909714	5.272186	1.008692
33.5	26	2.226923	163.723267	89.089018	102.382507	5.265407	1.009249
34	29	2.324138	164.470689	88.553118	104.55977	5.318879	1.015484
34.5	26	2.357692	165.314302	89.168812	103.729878	5.286321	1.01926
35	23	2.634783	164.964251	90.455128	103.640574	5.338862	1.025164
35.5	21	2.647619	164.460172	90.492622	102.516704	5.332605	1.018881
36	16	2.35	166.97564	90.056826	103.61343	5.360923	1.026413
36.5	11	2.363636	165.123863	89.567521	104.337737	5.425651	1.039361
37	12	2.175	170.203475	93.955825	101.090757	5.307703	1.009136
37.5	8	2.375	170.076993	94.777	100.008136	5.13589	0.979986
38	7	2.228571	172.945135	96.157872	100.180398	5.087569	0.979062
38.5	5	1.94	172.945068	97.56459	100.237321	5.153532	0.975008
39	5	2.34	172.945068	97.56459	100.237321	5.153532	0.975008
39.5	4	2.925	171.544026	97.37902	99.978182	5.21125	0.974943
40	4	3.325	171.544026	97.37902	99.978182	5.21125	0.974943
40.5	4	3.75	171.544026	97.37902	99.978182	5.21125	0.974943
41	4	4.125	171.544026	97.37902	99.978182	5.21125	0.974943
41.5	5	2.84	172.219166	97.503976	105.237492	5.243262	0.983966
42	4	2.5	172.037925	102.019929	106.876243	5.185544	0.986366
42.5	4	2.875	172.037925	102.019929	106.876243	5.185544	0.986366
43	2	1.2	176.734478	101.94416	112.478608	5.185544	0.988667
43.5	2	1.6	176.734478	101.94416	112.478608	5.185544	0.988667
44	4	1.125	176.734478	99.973979	113.031777	5.054103	0.988667
44.5	4	1.525	176.734478	99.973979	113.031777	5.054103	0.988667
45	4	1.9	176.734478	99.973979	113.031777	5.054103	0.988667
45.5	4	2.25	176.734478	99.973979	113.031777	5.054103	0.988667
46	5	2.2	174.855857	99.579943	113.546569	5.027814	0.988667
46.5	5	2.54	174.855857	99.579943	113.546569	5.027814	0.988667
47	5	2.92	174.855857	99.579943	113.546569	5.027814	0.988667
47.5	7	2.4	175.014878	99.129615	114.358155	4.99518	0.988667
48	6	2.666667	176.293795	99.317252	114.150225	5.007267	0.988667
48.5	6	3.05	176.293795	99.317252	114.150225	5.007267	0.988667
49	6	3.4	176.293795	99.317252	114.150225	5.007267	0.988667
49.5	6	2.716667	176.293795	98.003798	115.868504	4.919639	0.988667
50	7	2.685714	177.320894	98.003798	115.942592	4.920071	0.988667
50.5	6	2.516667	178.984148	98.003798	115.868504	4.919639	0.988667
51	6	2.916667	178.984148	98.003798	115.868504	4.919639	0.988667
51.5	5	2.68	177.555461	98.003798	116.729373	4.919035	0.988667
52	8	1.9125	176.073454	98.003798	116.601028	4.915862	0.988667
52.5	8	2.3	176.073454	98.003798	116.601028	4.915862	0.988667
53	8	2.675	176.073454	98.003798	116.601028	4.915862	0.988667
53.5	9	2.722222	177.19058	98.003798	116.854222	4.916617	0.988667
54	10	2.81	176.205659	98.003798	116.807512	4.909873	0.998415
54.5	11	2.909091	175.399815	98.003798	117.429406	4.911036	0.997529
55	11	2.154545	174.063698	96.367089	116.853956	4.946147	0.998559
55.5	15	1.92	168.802804	94.335306	113.618219	4.954144	0.998188
56	16	1.8125	168.711464	94.564587	113.791276	4.973999	1.00638
56.5	15	1.906667	156.363802	93.135053	111.875486	4.998449	1.008316
57	16	2.14375	169.649875	93.439349	113.310239	4.998305	1.006768
57.5	17	1.523529	152.53812	94.682433	112.66142	4.973622	1.005581
58	15	1.94	161.720444	94.239584	112.16466	4.986525	1.001477
58.5	13	1.853846	162.078496	92.209001	112.062077	5.041242	1.012532
59	12	1.583333	160.200456	88.810133	109.920621	5.019245	1.008896
59.5	8	1.925	160.838358	93.2152	112.832541	5.028868	0.999998
60	5	1.98	123.468274	90.342042	110.699794	5.125613	0.995467
60.5	4	2.2	121.170686	97.428502	114.459147	4.910286	0.9915
61	3	2.5	105.780457	91.574131	119.278862	4.880381	0.988667
61.5	0	0	0	0	0	0	0
62	0	0	0	0	0	0	0
62.5	0	0	0	0	0	0	0
63	0	0	0	0	0	0	0
63.5	0	0	0	0	0	0	0
64	0	0	0	0	0	0	0
